"lon","lat","biome"
36.75,56.25,4
37.25,56.25,4
37.75,56.25,4
38.25,56.25,4
38.75,56.25,4
39.25,56.25,4
39.75,56.25,4
40.25,56.25,4
40.75,56.25,4
41.25,56.25,4
41.75,56.25,4
42.25,56.25,4
42.75,56.25,4
43.25,56.25,4
43.75,56.25,4
44.25,56.25,4
44.75,56.25,4
45.25,56.25,4
45.75,56.25,4
46.25,56.25,4
46.75,56.25,4
47.25,56.25,4
47.75,56.25,4
48.25,56.25,4
48.75,56.25,4
49.25,56.25,4
49.75,56.25,4
50.25,56.25,4
50.75,56.25,4
51.25,56.25,4
51.75,56.25,4
52.25,56.25,4
52.75,56.25,4
53.25,56.25,4
53.75,56.25,4
54.25,56.25,4
54.75,56.25,4
55.25,56.25,20
55.75,56.25,20
56.25,56.25,4
56.75,56.25,4
57.25,56.25,4
57.75,56.25,4
58.25,56.25,4
58.75,56.25,8
59.25,56.25,8
59.75,56.25,8
60.25,56.25,7
60.75,56.25,4
61.25,56.25,20
61.75,56.25,20
62.25,56.25,20
62.75,56.25,20
63.25,56.25,20
63.75,56.25,20
64.25,56.25,20
64.75,56.25,20
65.25,56.25,20
65.75,56.25,20
66.25,56.25,20
66.75,56.25,20
67.25,56.25,20
67.75,56.25,20
68.25,56.25,20
68.75,56.25,20
69.25,56.25,20
69.75,56.25,20
70.25,56.25,20
70.75,56.25,20
71.25,56.25,20
71.75,56.25,20
72.25,56.25,20
72.75,56.25,20
73.25,56.25,20
73.75,56.25,20
74.25,56.25,20
74.75,56.25,20
75.25,56.25,20
75.75,56.25,20
76.25,56.25,20
76.75,56.25,20
77.25,56.25,20
77.75,56.25,20
78.25,56.25,20
78.75,56.25,20
79.25,56.25,20
79.75,56.25,20
80.25,56.25,20
80.75,56.25,20
81.25,56.25,20
81.75,56.25,20
82.25,56.25,20
82.75,56.25,20
83.25,56.25,20
83.75,56.25,20
84.25,56.25,20
84.75,56.25,20
85.25,56.25,20
85.75,56.25,20
86.25,56.25,20
86.75,56.25,20
87.25,56.25,20
87.75,56.25,20
88.25,56.25,20
88.75,56.25,20
89.25,56.25,20
89.75,56.25,20
90.25,56.25,20
90.75,56.25,20
91.25,56.25,20
91.75,56.25,8
92.25,56.25,8
92.75,56.25,20
93.25,56.25,20
93.75,56.25,20
94.25,56.25,20
94.75,56.25,20
95.25,56.25,8
95.75,56.25,20
96.25,56.25,8
96.75,56.25,8
97.25,56.25,8
97.75,56.25,10
98.25,56.25,10
98.75,56.25,10
99.25,56.25,20
99.75,56.25,10
100.25,56.25,10
100.75,56.25,10
101.25,56.25,10
101.75,56.25,10
102.25,56.25,10
102.75,56.25,10
103.25,56.25,10
103.75,56.25,10
104.25,56.25,10
104.75,56.25,10
105.25,56.25,10
105.75,56.25,10
106.25,56.25,10
106.75,56.25,10
107.25,56.25,10
107.75,56.25,10
108.25,56.25,10
108.75,56.25,10
109.25,56.25,10
109.75,56.25,10
110.25,56.25,10
110.75,56.25,10
111.25,56.25,10
111.75,56.25,10
112.25,56.25,10
112.75,56.25,10
113.25,56.25,10
113.75,56.25,10
114.25,56.25,10
114.75,56.25,10
115.25,56.25,10
115.75,56.25,10
116.25,56.25,10
116.75,56.25,10
117.25,56.25,10
117.75,56.25,10
118.25,56.25,10
118.75,56.25,10
119.25,56.25,10
119.75,56.25,10
120.25,56.25,10
120.75,56.25,10
121.25,56.25,10
121.75,56.25,10
122.25,56.25,10
122.75,56.25,10
123.25,56.25,10
123.75,56.25,10
124.25,56.25,10
124.75,56.25,10
125.25,56.25,10
125.75,56.25,10
126.25,56.25,10
126.75,56.25,10
127.25,56.25,10
127.75,56.25,10
128.25,56.25,10
128.75,56.25,11
129.25,56.25,11
129.75,56.25,11
130.25,56.25,11
130.75,56.25,11
131.25,56.25,11
131.75,56.25,11
132.25,56.25,11
132.75,56.25,10
133.25,56.25,10
133.75,56.25,10
134.25,56.25,10
134.75,56.25,10
135.25,56.25,10
135.75,56.25,10
136.25,56.25,10
136.75,56.25,10
156.25,56.25,10
156.75,56.25,10
157.25,56.25,10
157.75,56.25,10
158.25,56.25,10
158.75,56.25,10
159.25,56.25,10
159.75,56.25,8
160.25,56.25,24
160.75,56.25,10
161.25,56.25,10
161.75,56.25,10
162.25,56.25,8
162.75,56.25,10
226.75,56.25,4
227.25,56.25,4
227.75,56.25,7
228.25,56.25,8
228.75,56.25,8
229.25,56.25,10
229.75,56.25,8
230.25,56.25,10
230.75,56.25,8
231.25,56.25,10
231.75,56.25,10
232.25,56.25,10
232.75,56.25,11
233.25,56.25,11
233.75,56.25,10
234.25,56.25,10
234.75,56.25,10
235.25,56.25,11
235.75,56.25,8
236.25,56.25,10
236.75,56.25,9
237.25,56.25,8
237.75,56.25,9
238.25,56.25,9
238.75,56.25,8
239.25,56.25,8
239.75,56.25,8
240.25,56.25,8
240.75,56.25,8
241.25,56.25,8
241.75,56.25,8
242.25,56.25,8
242.75,56.25,8
243.25,56.25,8
243.75,56.25,8
244.25,56.25,8
244.75,56.25,8
245.25,56.25,8
245.75,56.25,8
246.25,56.25,10
246.75,56.25,10
247.25,56.25,10
247.75,56.25,10
248.25,56.25,10
248.75,56.25,10
249.25,56.25,10
249.75,56.25,10
250.25,56.25,10
250.75,56.25,10
251.25,56.25,10
251.75,56.25,10
252.25,56.25,10
252.75,56.25,10
253.25,56.25,10
253.75,56.25,10
254.25,56.25,10
254.75,56.25,10
255.25,56.25,10
255.75,56.25,10
256.25,56.25,10
256.75,56.25,10
257.25,56.25,10
257.75,56.25,10
258.25,56.25,10
258.75,56.25,10
259.25,56.25,10
259.75,56.25,10
260.25,56.25,10
260.75,56.25,10
261.25,56.25,10
261.75,56.25,10
262.25,56.25,10
262.75,56.25,10
263.25,56.25,10
263.75,56.25,10
264.25,56.25,10
264.75,56.25,10
265.25,56.25,10
265.75,56.25,10
266.25,56.25,10
266.75,56.25,10
267.25,56.25,10
267.75,56.25,10
268.25,56.25,10
268.75,56.25,10
269.25,56.25,10
269.75,56.25,10
270.25,56.25,10
270.75,56.25,10
271.25,56.25,10
271.75,56.25,10
272.25,56.25,10
272.75,56.25,10
273.25,56.25,10
273.75,56.25,10
274.25,56.25,10
274.75,56.25,10
275.25,56.25,10
283.25,56.25,10
283.75,56.25,10
284.25,56.25,10
284.75,56.25,10
285.25,56.25,10
285.75,56.25,10
286.25,56.25,10
286.75,56.25,10
287.25,56.25,10
287.75,56.25,10
288.25,56.25,10
288.75,56.25,10
289.25,56.25,10
289.75,56.25,10
290.25,56.25,10
290.75,56.25,10
291.25,56.25,10
291.75,56.25,10
292.25,56.25,10
292.75,56.25,10
293.25,56.25,10
293.75,56.25,10
294.25,56.25,10
294.75,56.25,10
295.25,56.25,10
295.75,56.25,10
296.25,56.25,10
296.75,56.25,10
297.25,56.25,10
297.75,56.25,10
298.25,56.25,10
298.75,56.25,10
299.25,56.25,10
299.75,56.25,10
300.25,56.25,23
300.75,56.25,23
301.25,56.25,23
354.75,56.25,9
355.25,56.25,4
355.75,56.25,4
356.25,56.25,4
356.75,56.25,4
357.25,56.25,4
357.75,56.25,6
9.75,55.75,4
10.25,55.75,4
10.75,55.75,4
11.25,55.75,4
11.75,55.75,5
12.25,55.75,4
12.75,55.75,4
20.75,55.75,4
21.25,55.75,4
21.75,55.75,7
22.25,55.75,7
22.75,55.75,7
23.25,55.75,7
23.75,55.75,7
24.25,55.75,7
24.75,55.75,7
25.25,55.75,7
25.75,55.75,7
26.25,55.75,7
26.75,55.75,7
27.25,55.75,7
27.75,55.75,7
28.25,55.75,7
28.75,55.75,7
29.25,55.75,7
29.75,55.75,7
30.25,55.75,7
30.75,55.75,7
31.25,55.75,7
31.75,55.75,7
32.25,55.75,7
32.75,55.75,7
33.25,55.75,7
33.75,55.75,7
34.25,55.75,4
34.75,55.75,4
35.25,55.75,7
35.75,55.75,4
36.25,55.75,4
36.75,55.75,4
37.25,55.75,4
37.75,55.75,4
38.25,55.75,4
38.75,55.75,4
39.25,55.75,4
39.75,55.75,4
40.25,55.75,4
40.75,55.75,4
41.25,55.75,4
41.75,55.75,4
42.25,55.75,4
42.75,55.75,4
43.25,55.75,4
43.75,55.75,4
44.25,55.75,4
44.75,55.75,4
45.25,55.75,4
45.75,55.75,4
46.25,55.75,4
46.75,55.75,4
47.25,55.75,4
47.75,55.75,4
48.25,55.75,4
48.75,55.75,4
49.25,55.75,4
49.75,55.75,4
50.25,55.75,4
50.75,55.75,4
51.25,55.75,4
51.75,55.75,4
52.25,55.75,4
52.75,55.75,4
53.25,55.75,4
53.75,55.75,4
54.25,55.75,4
54.75,55.75,4
55.25,55.75,4
55.75,55.75,20
56.25,55.75,4
56.75,55.75,4
57.25,55.75,4
57.75,55.75,7
58.25,55.75,4
58.75,55.75,7
59.25,55.75,7
59.75,55.75,7
60.25,55.75,4
60.75,55.75,4
61.25,55.75,20
61.75,55.75,20
62.25,55.75,20
62.75,55.75,20
63.25,55.75,20
63.75,55.75,20
64.25,55.75,20
64.75,55.75,20
65.25,55.75,20
65.75,55.75,20
66.25,55.75,20
66.75,55.75,20
67.25,55.75,20
67.75,55.75,20
68.25,55.75,20
68.75,55.75,20
69.25,55.75,20
69.75,55.75,20
70.25,55.75,20
70.75,55.75,20
71.25,55.75,20
71.75,55.75,20
72.25,55.75,20
72.75,55.75,20
73.25,55.75,20
73.75,55.75,20
74.25,55.75,20
74.75,55.75,20
75.25,55.75,20
75.75,55.75,20
76.25,55.75,20
76.75,55.75,20
77.25,55.75,20
77.75,55.75,20
78.25,55.75,20
78.75,55.75,20
79.25,55.75,20
79.75,55.75,20
80.25,55.75,20
80.75,55.75,20
81.25,55.75,20
81.75,55.75,20
82.25,55.75,20
82.75,55.75,20
83.25,55.75,20
83.75,55.75,20
84.25,55.75,20
84.75,55.75,20
85.25,55.75,20
85.75,55.75,20
86.25,55.75,20
86.75,55.75,20
87.25,55.75,8
87.75,55.75,7
88.25,55.75,20
88.75,55.75,20
89.25,55.75,8
89.75,55.75,20
90.25,55.75,20
90.75,55.75,20
91.25,55.75,20
91.75,55.75,20
92.25,55.75,20
92.75,55.75,8
93.25,55.75,8
93.75,55.75,8
94.25,55.75,8
94.75,55.75,20
95.25,55.75,20
95.75,55.75,8
96.25,55.75,8
96.75,55.75,8
97.25,55.75,8
97.75,55.75,8
98.25,55.75,8
98.75,55.75,8
99.25,55.75,10
99.75,55.75,10
100.25,55.75,10
100.75,55.75,10
101.25,55.75,10
101.75,55.75,10
102.25,55.75,10
102.75,55.75,10
103.25,55.75,10
103.75,55.75,10
104.25,55.75,10
104.75,55.75,10
105.25,55.75,10
105.75,55.75,10
106.25,55.75,10
106.75,55.75,10
107.25,55.75,10
107.75,55.75,10
108.25,55.75,10
108.75,55.75,10
109.25,55.75,10
109.75,55.75,10
110.25,55.75,10
110.75,55.75,10
111.25,55.75,10
111.75,55.75,10
112.25,55.75,10
112.75,55.75,10
113.25,55.75,10
113.75,55.75,10
114.25,55.75,10
114.75,55.75,10
115.25,55.75,10
115.75,55.75,10
116.25,55.75,10
116.75,55.75,10
117.25,55.75,10
117.75,55.75,10
118.25,55.75,10
118.75,55.75,10
119.25,55.75,10
119.75,55.75,10
120.25,55.75,10
120.75,55.75,10
121.25,55.75,10
121.75,55.75,10
122.25,55.75,10
122.75,55.75,10
123.25,55.75,10
123.75,55.75,10
124.25,55.75,10
124.75,55.75,10
125.25,55.75,10
125.75,55.75,10
126.25,55.75,10
126.75,55.75,10
127.25,55.75,10
127.75,55.75,10
128.25,55.75,10
128.75,55.75,10
129.25,55.75,11
129.75,55.75,11
130.25,55.75,11
130.75,55.75,11
131.25,55.75,11
131.75,55.75,10
132.25,55.75,10
132.75,55.75,10
133.25,55.75,10
133.75,55.75,10
134.25,55.75,10
134.75,55.75,10
135.25,55.75,10
135.75,55.75,10
136.25,55.75,10
136.75,55.75,10
155.75,55.75,10
156.25,55.75,10
156.75,55.75,10
157.25,55.75,10
157.75,55.75,10
158.25,55.75,10
158.75,55.75,10
159.25,55.75,8
159.75,55.75,8
160.25,55.75,10
160.75,55.75,10
161.25,55.75,10
161.75,55.75,8
162.25,55.75,23
162.75,55.75,23
227.25,55.75,4
227.75,55.75,4
228.25,55.75,7
228.75,55.75,7
229.25,55.75,8
229.75,55.75,8
230.25,55.75,8
230.75,55.75,7
231.25,55.75,10
231.75,55.75,8
232.25,55.75,10
232.75,55.75,10
233.25,55.75,10
233.75,55.75,7
234.25,55.75,10
234.75,55.75,10
235.25,55.75,10
235.75,55.75,8
236.25,55.75,8
236.75,55.75,10
237.25,55.75,8
237.75,55.75,8
238.25,55.75,8
238.75,55.75,8
239.25,55.75,8
239.75,55.75,7
240.25,55.75,8
240.75,55.75,8
241.25,55.75,8
241.75,55.75,8
242.25,55.75,8
242.75,55.75,8
243.25,55.75,8
243.75,55.75,8
244.25,55.75,8
244.75,55.75,8
245.25,55.75,8
245.75,55.75,8
246.25,55.75,8
246.75,55.75,8
247.25,55.75,10
247.75,55.75,10
248.25,55.75,10
248.75,55.75,10
249.25,55.75,10
249.75,55.75,10
250.25,55.75,10
250.75,55.75,10
251.25,55.75,10
251.75,55.75,10
252.25,55.75,10
252.75,55.75,10
253.25,55.75,10
253.75,55.75,10
254.25,55.75,10
254.75,55.75,10
255.25,55.75,10
255.75,55.75,10
256.25,55.75,10
256.75,55.75,10
257.25,55.75,10
257.75,55.75,10
258.25,55.75,10
258.75,55.75,10
259.25,55.75,10
259.75,55.75,10
260.25,55.75,10
260.75,55.75,10
261.25,55.75,10
261.75,55.75,10
262.25,55.75,10
262.75,55.75,10
263.25,55.75,10
263.75,55.75,10
264.25,55.75,10
264.75,55.75,10
265.25,55.75,10
265.75,55.75,10
266.25,55.75,10
266.75,55.75,10
267.25,55.75,10
267.75,55.75,10
268.25,55.75,10
268.75,55.75,10
269.25,55.75,10
269.75,55.75,10
270.25,55.75,10
270.75,55.75,10
271.25,55.75,10
271.75,55.75,10
272.25,55.75,10
272.75,55.75,10
273.25,55.75,10
273.75,55.75,10
274.25,55.75,10
274.75,55.75,10
275.25,55.75,10
283.25,55.75,10
283.75,55.75,10
284.25,55.75,10
284.75,55.75,10
285.25,55.75,10
285.75,55.75,10
286.25,55.75,10
286.75,55.75,10
287.25,55.75,10
287.75,55.75,10
288.25,55.75,10
288.75,55.75,10
289.25,55.75,10
289.75,55.75,10
290.25,55.75,10
290.75,55.75,10
291.25,55.75,10
291.75,55.75,10
292.25,55.75,10
292.75,55.75,10
293.25,55.75,10
293.75,55.75,10
294.25,55.75,10
294.75,55.75,10
295.25,55.75,10
295.75,55.75,10
296.25,55.75,10
296.75,55.75,10
297.25,55.75,10
297.75,55.75,10
298.25,55.75,10
298.75,55.75,10
299.25,55.75,10
299.75,55.75,10
300.25,55.75,8
300.75,55.75,23
301.25,55.75,21
301.75,55.75,8
354.75,55.75,4
355.25,55.75,4
355.75,55.75,9
356.25,55.75,9
356.75,55.75,9
357.25,55.75,4
357.75,55.75,6
9.75,55.25,4
10.25,55.25,4
10.75,55.25,4
11.25,55.25,4
11.75,55.25,4
12.25,55.25,4
12.75,55.25,4
20.75,55.25,4
21.25,55.25,4
21.75,55.25,4
22.25,55.25,4
22.75,55.25,4
23.25,55.25,4
23.75,55.25,4
24.25,55.25,7
24.75,55.25,7
25.25,55.25,7
25.75,55.25,7
26.25,55.25,7
26.75,55.25,7
27.25,55.25,7
27.75,55.25,7
28.25,55.25,7
28.75,55.25,7
29.25,55.25,7
29.75,55.25,7
30.25,55.25,7
30.75,55.25,7
31.25,55.25,7
31.75,55.25,7
32.25,55.25,4
32.75,55.25,4
33.25,55.25,4
33.75,55.25,4
34.25,55.25,4
34.75,55.25,4
35.25,55.25,4
35.75,55.25,4
36.25,55.25,4
36.75,55.25,4
37.25,55.25,4
37.75,55.25,4
38.25,55.25,4
38.75,55.25,4
39.25,55.25,4
39.75,55.25,4
40.25,55.25,4
40.75,55.25,4
41.25,55.25,4
41.75,55.25,4
42.25,55.25,4
42.75,55.25,4
43.25,55.25,4
43.75,55.25,4
44.25,55.25,4
44.75,55.25,4
45.25,55.25,4
45.75,55.25,4
46.25,55.25,4
46.75,55.25,4
47.25,55.25,4
47.75,55.25,4
48.25,55.25,4
48.75,55.25,4
49.25,55.25,4
49.75,55.25,4
50.25,55.25,4
50.75,55.25,4
51.25,55.25,4
51.75,55.25,4
52.25,55.25,4
52.75,55.25,4
53.25,55.25,4
53.75,55.25,4
54.25,55.25,4
54.75,55.25,4
55.25,55.25,4
55.75,55.25,4
56.25,55.25,4
56.75,55.25,4
57.25,55.25,4
57.75,55.25,7
58.25,55.25,7
58.75,55.25,7
59.25,55.25,7
59.75,55.25,7
60.25,55.25,20
60.75,55.25,20
61.25,55.25,20
61.75,55.25,20
62.25,55.25,20
62.75,55.25,20
63.25,55.25,20
63.75,55.25,20
64.25,55.25,20
64.75,55.25,20
65.25,55.25,20
65.75,55.25,20
66.25,55.25,20
66.75,55.25,20
67.25,55.25,20
67.75,55.25,20
68.25,55.25,20
68.75,55.25,20
69.25,55.25,20
69.75,55.25,20
70.25,55.25,20
70.75,55.25,20
71.25,55.25,20
71.75,55.25,20
72.25,55.25,20
72.75,55.25,20
73.25,55.25,20
73.75,55.25,20
74.25,55.25,20
74.75,55.25,20
75.25,55.25,20
75.75,55.25,20
76.25,55.25,20
76.75,55.25,20
77.25,55.25,20
77.75,55.25,20
78.25,55.25,20
78.75,55.25,20
79.25,55.25,20
79.75,55.25,20
80.25,55.25,20
80.75,55.25,20
81.25,55.25,20
81.75,55.25,20
82.25,55.25,20
82.75,55.25,20
83.25,55.25,20
83.75,55.25,20
84.25,55.25,20
84.75,55.25,20
85.25,55.25,20
85.75,55.25,20
86.25,55.25,20
86.75,55.25,20
87.25,55.25,8
87.75,55.25,7
88.25,55.25,7
88.75,55.25,8
89.25,55.25,8
89.75,55.25,20
90.25,55.25,20
90.75,55.25,20
91.25,55.25,20
91.75,55.25,20
92.25,55.25,8
92.75,55.25,8
93.25,55.25,8
93.75,55.25,8
94.25,55.25,7
94.75,55.25,8
95.25,55.25,8
95.75,55.25,8
96.25,55.25,8
96.75,55.25,8
97.25,55.25,8
97.75,55.25,8
98.25,55.25,8
98.75,55.25,8
99.25,55.25,8
99.75,55.25,8
100.25,55.25,10
100.75,55.25,10
101.25,55.25,10
101.75,55.25,10
102.25,55.25,10
102.75,55.25,10
103.25,55.25,10
103.75,55.25,10
104.25,55.25,10
104.75,55.25,10
105.25,55.25,10
105.75,55.25,10
106.25,55.25,10
106.75,55.25,10
107.25,55.25,10
107.75,55.25,10
108.25,55.25,10
108.75,55.25,10
109.25,55.25,10
109.75,55.25,10
110.25,55.25,10
110.75,55.25,10
111.25,55.25,10
111.75,55.25,10
112.25,55.25,10
112.75,55.25,10
113.25,55.25,10
113.75,55.25,10
114.25,55.25,10
114.75,55.25,10
115.25,55.25,10
115.75,55.25,10
116.25,55.25,10
116.75,55.25,10
117.25,55.25,10
117.75,55.25,10
118.25,55.25,10
118.75,55.25,10
119.25,55.25,10
119.75,55.25,10
120.25,55.25,10
120.75,55.25,10
121.25,55.25,10
121.75,55.25,10
122.25,55.25,10
122.75,55.25,10
123.25,55.25,10
123.75,55.25,10
124.25,55.25,10
124.75,55.25,10
125.25,55.25,10
125.75,55.25,10
126.25,55.25,10
126.75,55.25,10
127.25,55.25,10
127.75,55.25,10
128.25,55.25,10
128.75,55.25,10
129.25,55.25,10
129.75,55.25,10
130.25,55.25,10
130.75,55.25,10
131.25,55.25,10
131.75,55.25,10
132.25,55.25,10
132.75,55.25,10
133.25,55.25,10
133.75,55.25,10
134.25,55.25,10
134.75,55.25,10
135.25,55.25,10
135.75,55.25,10
136.25,55.25,10
136.75,55.25,10
155.75,55.25,10
156.25,55.25,10
156.75,55.25,10
157.25,55.25,10
157.75,55.25,10
158.25,55.25,8
158.75,55.25,8
159.25,55.25,8
159.75,55.25,10
160.25,55.25,10
160.75,55.25,10
161.25,55.25,10
161.75,55.25,10
162.25,55.25,8
162.75,55.25,23
227.25,55.25,4
227.75,55.25,4
228.25,55.25,4
228.75,55.25,4
229.25,55.25,7
229.75,55.25,7
230.25,55.25,7
230.75,55.25,8
231.25,55.25,10
231.75,55.25,10
232.25,55.25,10
232.75,55.25,10
233.25,55.25,9
233.75,55.25,8
234.25,55.25,8
234.75,55.25,8
235.25,55.25,10
235.75,55.25,10
236.25,55.25,10
236.75,55.25,7
237.25,55.25,10
237.75,55.25,10
238.25,55.25,10
238.75,55.25,8
239.25,55.25,8
239.75,55.25,7
240.25,55.25,7
240.75,55.25,7
241.25,55.25,7
241.75,55.25,7
242.25,55.25,8
242.75,55.25,8
243.25,55.25,8
243.75,55.25,8
244.25,55.25,8
244.75,55.25,8
245.25,55.25,8
245.75,55.25,8
246.25,55.25,8
246.75,55.25,8
247.25,55.25,8
247.75,55.25,8
248.25,55.25,8
248.75,55.25,10
249.25,55.25,10
249.75,55.25,10
250.25,55.25,10
250.75,55.25,10
251.25,55.25,10
251.75,55.25,10
252.25,55.25,10
252.75,55.25,10
253.25,55.25,10
253.75,55.25,10
254.25,55.25,10
254.75,55.25,10
255.25,55.25,10
255.75,55.25,10
256.25,55.25,10
256.75,55.25,10
257.25,55.25,10
257.75,55.25,10
258.25,55.25,10
258.75,55.25,10
259.25,55.25,10
259.75,55.25,10
260.25,55.25,10
260.75,55.25,10
261.25,55.25,10
261.75,55.25,10
262.25,55.25,10
262.75,55.25,10
263.25,55.25,10
263.75,55.25,10
264.25,55.25,10
264.75,55.25,10
265.25,55.25,10
265.75,55.25,10
266.25,55.25,10
266.75,55.25,10
267.25,55.25,10
267.75,55.25,10
268.25,55.25,10
268.75,55.25,10
269.25,55.25,10
269.75,55.25,10
270.25,55.25,10
270.75,55.25,10
271.25,55.25,10
271.75,55.25,10
272.25,55.25,10
272.75,55.25,10
273.25,55.25,10
273.75,55.25,10
274.25,55.25,10
274.75,55.25,10
275.25,55.25,10
283.25,55.25,10
283.75,55.25,10
284.25,55.25,10
284.75,55.25,10
285.25,55.25,10
285.75,55.25,10
286.25,55.25,10
286.75,55.25,10
287.25,55.25,10
287.75,55.25,10
288.25,55.25,10
288.75,55.25,10
289.25,55.25,10
289.75,55.25,10
290.25,55.25,10
290.75,55.25,10
291.25,55.25,10
291.75,55.25,10
292.25,55.25,10
292.75,55.25,10
293.25,55.25,10
293.75,55.25,10
294.25,55.25,10
294.75,55.25,10
295.25,55.25,10
295.75,55.25,10
296.25,55.25,10
296.75,55.25,10
297.25,55.25,10
297.75,55.25,10
298.25,55.25,10
298.75,55.25,10
299.25,55.25,10
299.75,55.25,10
300.25,55.25,10
300.75,55.25,10
301.25,55.25,8
301.75,55.25,8
354.75,55.25,4
355.25,55.25,4
355.75,55.25,4
356.25,55.25,4
356.75,55.25,4
357.25,55.25,4
357.75,55.25,4
9.75,54.75,4
10.25,54.75,4
10.75,54.75,4
11.25,54.75,4
11.75,54.75,4
12.25,54.75,4
12.75,54.75,4
20.75,54.75,4
21.25,54.75,4
21.75,54.75,4
22.25,54.75,4
22.75,54.75,4
23.25,54.75,4
23.75,54.75,4
24.25,54.75,7
24.75,54.75,7
25.25,54.75,7
25.75,54.75,7
26.25,54.75,7
26.75,54.75,7
27.25,54.75,7
27.75,54.75,7
28.25,54.75,7
28.75,54.75,7
29.25,54.75,7
29.75,54.75,7
30.25,54.75,7
30.75,54.75,4
31.25,54.75,4
31.75,54.75,4
32.25,54.75,4
32.75,54.75,4
33.25,54.75,4
33.75,54.75,4
34.25,54.75,4
34.75,54.75,4
35.25,54.75,4
35.75,54.75,4
36.25,54.75,4
36.75,54.75,4
37.25,54.75,4
37.75,54.75,4
38.25,54.75,4
38.75,54.75,4
39.25,54.75,4
39.75,54.75,4
40.25,54.75,4
40.75,54.75,4
41.25,54.75,4
41.75,54.75,4
42.25,54.75,4
42.75,54.75,4
43.25,54.75,4
43.75,54.75,4
44.25,54.75,4
44.75,54.75,4
45.25,54.75,4
45.75,54.75,4
46.25,54.75,4
46.75,54.75,4
47.25,54.75,4
47.75,54.75,4
48.25,54.75,4
48.75,54.75,4
49.25,54.75,4
49.75,54.75,4
50.25,54.75,4
50.75,54.75,4
51.25,54.75,4
51.75,54.75,4
52.25,54.75,4
52.75,54.75,4
53.25,54.75,4
53.75,54.75,4
54.25,54.75,4
54.75,54.75,4
55.25,54.75,4
55.75,54.75,4
56.25,54.75,4
56.75,54.75,4
57.25,54.75,7
57.75,54.75,7
58.25,54.75,8
58.75,54.75,7
59.25,54.75,8
59.75,54.75,8
60.25,54.75,20
60.75,54.75,20
61.25,54.75,20
61.75,54.75,20
62.25,54.75,20
62.75,54.75,20
63.25,54.75,20
63.75,54.75,20
64.25,54.75,20
64.75,54.75,20
65.25,54.75,20
65.75,54.75,20
66.25,54.75,20
66.75,54.75,20
67.25,54.75,20
67.75,54.75,20
68.25,54.75,20
68.75,54.75,20
69.25,54.75,20
69.75,54.75,20
70.25,54.75,20
70.75,54.75,20
71.25,54.75,20
71.75,54.75,20
72.25,54.75,20
72.75,54.75,20
73.25,54.75,20
73.75,54.75,20
74.25,54.75,20
74.75,54.75,20
75.25,54.75,20
75.75,54.75,20
76.25,54.75,20
76.75,54.75,20
77.25,54.75,20
77.75,54.75,20
78.25,54.75,20
78.75,54.75,20
79.25,54.75,20
79.75,54.75,20
80.25,54.75,20
80.75,54.75,20
81.25,54.75,20
81.75,54.75,20
82.25,54.75,20
82.75,54.75,20
83.25,54.75,20
83.75,54.75,20
84.25,54.75,20
84.75,54.75,20
85.25,54.75,20
85.75,54.75,20
86.25,54.75,20
86.75,54.75,20
87.25,54.75,20
87.75,54.75,8
88.25,54.75,8
88.75,54.75,8
89.25,54.75,8
89.75,54.75,8
90.25,54.75,8
90.75,54.75,20
91.25,54.75,20
91.75,54.75,10
92.25,54.75,20
92.75,54.75,8
93.25,54.75,8
93.75,54.75,8
94.25,54.75,8
94.75,54.75,10
95.25,54.75,10
95.75,54.75,10
96.25,54.75,8
96.75,54.75,10
97.25,54.75,8
97.75,54.75,8
98.25,54.75,8
98.75,54.75,8
99.25,54.75,8
99.75,54.75,8
100.25,54.75,10
100.75,54.75,10
101.25,54.75,10
101.75,54.75,10
102.25,54.75,10
102.75,54.75,10
103.25,54.75,10
103.75,54.75,10
104.25,54.75,10
104.75,54.75,10
105.25,54.75,10
105.75,54.75,10
106.25,54.75,10
106.75,54.75,10
107.25,54.75,10
107.75,54.75,10
108.25,54.75,10
108.75,54.75,10
109.25,54.75,10
109.75,54.75,10
110.25,54.75,10
110.75,54.75,10
111.25,54.75,10
111.75,54.75,10
112.25,54.75,10
112.75,54.75,10
113.25,54.75,10
113.75,54.75,10
114.25,54.75,10
114.75,54.75,10
115.25,54.75,10
115.75,54.75,10
116.25,54.75,10
116.75,54.75,10
117.25,54.75,10
117.75,54.75,10
118.25,54.75,10
118.75,54.75,10
119.25,54.75,10
119.75,54.75,10
120.25,54.75,10
120.75,54.75,10
121.25,54.75,10
121.75,54.75,10
122.25,54.75,10
122.75,54.75,10
123.25,54.75,10
123.75,54.75,10
124.25,54.75,10
124.75,54.75,10
125.25,54.75,10
125.75,54.75,10
126.25,54.75,10
126.75,54.75,10
127.25,54.75,10
127.75,54.75,10
128.25,54.75,10
128.75,54.75,10
129.25,54.75,10
129.75,54.75,10
130.25,54.75,10
130.75,54.75,10
131.25,54.75,10
131.75,54.75,10
132.25,54.75,10
132.75,54.75,10
133.25,54.75,10
133.75,54.75,10
134.25,54.75,10
134.75,54.75,10
135.25,54.75,10
135.75,54.75,10
136.25,54.75,10
136.75,54.75,10
155.75,54.75,10
156.25,54.75,10
156.75,54.75,10
157.25,54.75,10
157.75,54.75,10
158.25,54.75,8
158.75,54.75,10
